lat,lon,elev_m,slope_deg,aspect_deg,sens_asc,sens_desc
28.27869,85.53411,5381,22.1,335,-0.450,0.026
28.27869,85.53711,5435,19.2,356,-0.198,-0.123
28.27869,85.54011,5396,21.8,352,-0.267,-0.126
28.27869,85.54311,5427,30.8,331,-0.579,-0.077
28.27869,85.54611,5571,41.1,313,-0.797,-0.136
28.27869,85.54911,5843,46.4,307,-0.859,-0.200
28.27869,85.55211,6127,40.8,339,-0.597,-0.285
28.27869,85.55511,6130,49.7,30,-0.327,-0.742
28.27869,85.55811,5745,56.4,40,-0.378,-0.829
28.27869,85.56111,5382,56.6,29,-0.427,-0.773
28.27569,85.46211,5048,42.0,48,-0.117,-0.815
28.27569,85.46511,4770,34.7,59,0.045,-0.832
28.27569,85.46811,4654,25.1,53,0.181,-0.714
28.27569,85.47111,4545,13.2,43,0.316,-0.512
28.27569,85.47411,4551,9.4,275,-0.732,0.472
28.27569,85.47711,4639,24.9,254,-0.897,0.165
28.27569,85.48011,4830,35.5,252,-0.960,-0.020
28.27569,85.48311,5041,44.5,256,-0.993,-0.154
28.27569,85.48611,5334,54.8,260,-0.997,-0.313
28.27569,85.48911,5869,26.1,262,-0.910,0.176
28.27569,85.49211,5643,42.6,78,-0.057,-0.955
28.27569,85.49511,5351,45.7,73,-0.114,-0.948
28.27569,85.49811,4997,32.5,39,-0.014,-0.679
28.27569,85.50111,5077,35.9,355,-0.414,-0.337
28.27569,85.50411,5231,42.7,35,-0.198,-0.730
28.27569,85.50711,4807,46.9,48,-0.199,-0.836
28.27569,85.51011,4636,40.7,6,-0.378,-0.484
28.27569,85.51311,4698,51.2,340,-0.678,-0.425
28.27569,85.51611,4814,56.1,334,-0.741,-0.459
28.27569,85.51911,5069,54.2,338,-0.707,-0.455
28.27569,85.52211,5144,50.1,332,-0.719,-0.370
28.27569,85.52511,5461,45.0,329,-0.712,-0.277
28.27569,85.52811,5504,39.4,349,-0.501,-0.339
28.27569,85.53111,5497,37.4,353,-0.450,-0.339
28.27569,85.53411,5573,33.5,351,-0.422,-0.274
28.27569,85.53711,5559,34.4,352,-0.426,-0.292
28.27569,85.54011,5582,41.8,344,-0.565,-0.333
28.27569,85.54311,5701,46.5,339,-0.648,-0.359
28.27569,85.54611,5842,46.6,329,-0.721,-0.302
28.27569,85.54911,6039,46.6,313,-0.824,-0.226
28.27569,85.55211,6314,29.7,329,-0.585,-0.045
28.27569,85.55511,6290,32.1,61,0.096,-0.824
28.27569,85.55811,6101,39.5,58,-0.037,-0.858
28.27569,85.56111,5998,40.8,37,-0.154,-0.734
28.27569,85.56411,5785,38.8,17,-0.262,-0.559
28.27269,85.46211,5132,42.8,70,-0.067,-0.927
28.27269,85.46511,4837,34.6,50,0.012,-0.777
28.27269,85.46811,4767,34.2,37,-0.055,-0.675
28.27269,85.47111,4586,30.0,43,0.052,-0.690
28.27269,85.47411,4569,9.9,23,0.203,-0.276
28.27269,85.47711,4591,14.5,254,-0.804,0.333
28.27269,85.48011,4714,31.9,247,-0.932,0.017
28.27269,85.48311,4962,46.0,254,-0.994,-0.187
28.27269,85.48611,5335,55.7,262,-0.996,-0.326
28.27269,85.48911,5779,39.9,269,-0.977,-0.047
28.27269,85.49211,5819,35.3,69,0.061,-0.885
28.27269,85.49511,5349,43.8,58,-0.110,-0.880
28.27269,85.49811,5353,35.5,9,-0.281,-0.458
28.27269,85.50111,5368,34.1,360,-0.351,-0.356
28.27269,85.50411,5278,38.9,30,-0.172,-0.663
28.27269,85.50711,4983,50.3,26,-0.357,-0.721
28.27269,85.51011,4923,54.4,353,-0.609,-0.544
28.27269,85.51311,5196,59.0,336,-0.745,-0.503
28.27269,85.51611,5462,59.7,337,-0.741,-0.518
28.27269,85.51911,5618,56.6,347,-0.664,-0.533
28.27269,85.52211,5642,52.0,349,-0.617,-0.493
28.27269,85.52511,5680,48.3,340,-0.652,-0.392
28.27269,85.52811,5818,46.7,348,-0.580,-0.423
28.27269,85.53111,5835,47.4,358,-0.510,-0.502
28.27269,85.53411,5787,45.8,1,-0.477,-0.501
28.27269,85.53711,5835,41.4,355,-0.471,-0.410
28.27269,85.54011,5989,32.0,345,-0.463,-0.202
28.27269,85.54311,6126,16.5,323,-0.503,0.204
28.27269,85.54611,6188,21.0,268,-0.864,0.277
28.27269,85.54911,6317,31.8,259,-0.947,0.071
28.27269,85.55211,6492,11.7,215,-0.594,0.099
28.27269,85.55511,6220,27.4,102,0.168,-0.907
28.27269,85.55811,6013,27.9,95,0.180,-0.909
28.27269,85.56111,5905,23.0,98,0.257,-0.872
28.27269,85.56411,5830,11.9,96,0.440,-0.760
28.26969,85.46511,5090,37.9,21,-0.219,-0.583
28.26969,85.46811,5058,43.3,25,-0.271,-0.658
28.26969,85.47111,4862,46.3,26,-0.304,-0.691
28.26969,85.47411,4626,43.9,21,-0.303,-0.636
28.26969,85.47711,4598,28.9,16,-0.134,-0.443
28.26969,85.48011,4642,26.7,298,-0.797,0.162
28.26969,85.48311,4800,47.1,282,-0.968,-0.164
28.26969,85.48611,5233,57.2,280,-0.974,-0.334
28.26969,85.48911,5757,47.8,287,-0.953,-0.179
28.26969,85.49211,5925,32.2,31,-0.063,-0.612
28.26969,85.49511,5584,44.9,33,-0.245,-0.728
28.26969,85.49811,5580,43.7,2,-0.439,-0.492
28.26969,85.50111,5546,45.2,3,-0.455,-0.508
28.26969,85.50411,5509,51.5,2,-0.524,-0.570
28.26969,85.50711,5639,58.2,2,-0.590,-0.630
28.26969,85.51011,5558,61.1,353,-0.665,-0.606
28.26969,85.51311,5702,60.6,340,-0.731,-0.541
28.26969,85.51611,5912,54.7,342,-0.685,-0.483
28.26969,85.51911,6053,46.8,353,-0.542,-0.459
28.26969,85.52211,6002,47.8,349,-0.586,-0.438
28.26969,85.52511,6097,51.1,346,-0.635,-0.459
28.26969,85.52811,6182,45.2,357,-0.496,-0.469
28.26969,85.53111,6262,32.5,18,-0.168,-0.501
28.26969,85.53411,6249,19.5,35,0.162,-0.513
28.26969,85.53711,6175,11.6,83,0.466,-0.732
28.26969,85.54011,6006,23.9,140,-0.020,-0.745
28.26969,85.54311,5837,37.8,162,-0.402,-0.706
28.26969,85.54611,5770,45.3,194,-0.729,-0.528
28.26969,85.54911,6018,49.8,208,-0.841,-0.478
28.26969,85.55211,6124,42.1,202,-0.765,-0.433
28.26969,85.55511,6242,17.0,170,-0.222,-0.425
28.26969,85.55811,6100,25.4,78,0.241,-0.853
28.26969,85.56111,5921,27.5,81,0.207,-0.879
28.26669,85.46811,5354,46.4,17,-0.367,-0.625
28.26669,85.47111,5156,50.8,11,-0.458,-0.623
28.26669,85.47411,5338,54.1,23,-0.423,-0.726
28.26669,85.47711,4867,50.2,34,-0.315,-0.769
28.26669,85.48011,4803,45.9,330,-0.708,-0.298
28.26669,85.48311,5138,57.5,313,-0.861,-0.392
28.26669,85.48611,5480,57.0,305,-0.896,-0.363
28.26669,85.48911,6008,47.0,297,-0.912,-0.181
28.26669,85.49211,6087,29.5,351,-0.379,-0.218
28.26669,85.49511,6018,44.2,10,-0.388,-0.553
28.26669,85.49811,5979,48.8,4,-0.484,-0.556
28.26669,85.50111,5982,48.5,358,-0.524,-0.512
28.26669,85.50411,6092,50.3,350,-0.598,-0.477
28.26669,85.50711,6071,52.0,352,-0.600,-0.509
28.26669,85.51011,6215,53.2,349,-0.626,-0.506
28.26669,85.51311,6285,52.5,343,-0.664,-0.460
28.26669,85.51611,6418,47.3,354,-0.543,-0.469
28.26669,85.51911,6187,46.4,355,-0.523,-0.470
28.26669,85.52211,6354,49.1,343,-0.641,-0.417
28.26669,85.52511,6552,41.7,355,-0.475,-0.414
28.26669,85.52811,6542,32.0,47,0.038,-0.732
28.26669,85.53111,6183,32.1,90,0.120,-0.931
28.26669,85.53411,5977,30.6,123,0.008,-0.885
28.26669,85.53711,5877,35.5,140,-0.185,-0.840
28.26669,85.54011,5783,39.9,140,-0.246,-0.867
28.26669,85.54311,5594,38.2,146,-0.270,-0.822
28.26669,85.54611,5500,36.7,186,-0.600,-0.501
28.26669,85.54911,5623,45.5,208,-0.819,-0.432
28.26669,85.55211,5801,48.2,215,-0.873,-0.416
28.26669,85.55511,6071,40.5,221,-0.874,-0.273
28.26669,85.55811,6205,11.1,153,0.042,-0.513
28.26669,85.56111,5935,30.0,77,0.162,-0.884
28.26369,85.46811,5692,39.5,3,-0.385,-0.449
28.26369,85.47111,5652,45.3,3,-0.449,-0.516
28.26369,85.47411,5606,50.7,28,-0.355,-0.732
28.26369,85.47711,5209,55.6,33,-0.395,-0.790
28.26369,85.48011,5087,53.5,337,-0.712,-0.438
28.26369,85.48311,5672,54.8,314,-0.850,-0.354
28.26369,85.48611,5862,41.9,308,-0.836,-0.128
28.26369,85.48911,5956,37.5,289,-0.915,-0.002
28.26369,85.49211,6197,34.2,305,-0.810,0.013
28.26369,85.49511,6325,43.2,337,-0.633,-0.305
28.26369,85.49811,6369,51.1,359,-0.543,-0.545
28.26369,85.50111,6252,52.2,1,-0.542,-0.568
28.26369,85.50411,6308,50.1,350,-0.594,-0.478
28.26369,85.50711,6478,46.3,353,-0.539,-0.451
28.26369,85.51011,6445,42.6,348,-0.547,-0.368
28.26369,85.51311,6569,38.6,345,-0.533,-0.293
28.26369,85.51611,6590,38.6,351,-0.477,-0.342
28.26369,85.51911,6690,45.7,345,-0.597,-0.387
28.26369,85.52211,6830,39.6,357,-0.436,-0.403
28.26369,85.52511,6730,29.5,63,0.146,-0.818
28.26369,85.52811,6448,39.6,98,-0.028,-0.976
28.26369,85.53111,6234,40.3,103,-0.053,-0.977
28.26369,85.53411,6037,37.4,109,-0.025,-0.960
28.26369,85.53711,5769,36.4,121,-0.070,-0.928
28.26369,85.54011,5584,38.2,129,-0.151,-0.907
28.26369,85.54311,5398,36.4,140,-0.202,-0.842
28.26369,85.54611,5342,32.3,174,-0.448,-0.559
28.26369,85.54911,5349,38.7,202,-0.745,-0.388
28.26369,85.55211,5493,47.2,217,-0.883,-0.386
28.26369,85.55511,5737,50.3,224,-0.919,-0.390
28.26369,85.55811,6023,37.7,229,-0.899,-0.179
28.26369,85.56111,6118,13.2,70,0.431,-0.700
28.26069,85.47111,5902,26.7,345,-0.399,-0.132
28.26069,85.47411,5962,40.2,25,-0.225,-0.634
28.26069,85.47711,5747,49.6,26,-0.349,-0.716
28.26069,85.48011,5669,48.3,344,-0.622,-0.416
28.26069,85.48311,5816,42.6,322,-0.744,-0.204
28.26069,85.48611,5851,34.4,319,-0.711,-0.056
28.26069,85.48911,6047,40.5,309,-0.822,-0.108
28.26069,85.49211,6284,44.4,305,-0.866,-0.158
28.26069,85.49511,6612,39.6,310,-0.807,-0.101
28.26069,85.49811,6894,24.7,350,-0.326,-0.146
28.26069,85.50111,6850,21.6,13,-0.056,-0.328
28.26069,85.50411,6866,17.7,348,-0.265,-0.024
28.26069,85.50711,6784,19.6,339,-0.374,0.023
28.26069,85.51011,6768,31.5,333,-0.569,-0.101
28.26069,85.51311,6853,37.3,345,-0.516,-0.278
28.26069,85.51611,6773,37.9,346,-0.511,-0.297
28.26069,85.51911,7001,25.9,346,-0.377,-0.130
28.26069,85.52211,6993,27.3,90,0.202,-0.899
28.26069,85.52511,6653,45.1,109,-0.152,-0.987
28.26069,85.52811,6381,47.1,116,-0.214,-0.979
28.26069,85.53111,6086,46.6,123,-0.242,-0.959
28.26069,85.53411,5825,44.6,129,-0.242,-0.935
28.26069,85.53711,5623,40.5,130,-0.187,-0.915
28.26069,85.54011,5437,40.8,127,-0.173,-0.928
28.26069,85.54311,5214,38.2,137,-0.205,-0.869
28.26069,85.54611,5100,32.9,168,-0.401,-0.615
28.26069,85.54911,5134,35.4,195,-0.666,-0.407
28.26069,85.55211,5215,43.3,216,-0.859,-0.345
28.26069,85.55511,5457,50.0,230,-0.943,-0.352
28.26069,85.55811,5703,51.2,240,-0.976,-0.320
28.26069,85.56111,6197,23.1,227,-0.793,0.034
28.25769,85.47111,6022,23.6,281,-0.853,0.243
28.25769,85.47411,6072,17.3,21,0.078,-0.350
28.25769,85.47711,5941,30.7,10,-0.212,-0.407
28.25769,85.48011,5960,42.7,344,-0.576,-0.342
28.25769,85.48311,6056,45.9,342,-0.620,-0.370
28.25769,85.48611,6147,47.2,335,-0.681,-0.345
28.25769,85.48911,6369,45.4,328,-0.724,-0.276
28.25769,85.49211,6508,34.6,312,-0.761,-0.026
28.25769,85.49511,6767,15.0,203,-0.527,-0.070
28.25769,85.49811,6600,43.5,165,-0.489,-0.729
28.25769,85.50111,6550,50.0,173,-0.611,-0.717
28.25769,85.50411,6504,46.9,190,-0.709,-0.574
28.25769,85.50711,6617,39.0,220,-0.861,-0.257
28.25769,85.51011,6858,31.8,249,-0.937,0.033
28.25769,85.51311,7051,24.7,281,-0.865,0.224
28.25769,85.51611,7166,14.4,333,-0.373,0.154
28.25769,85.51911,7067,24.1,95,0.245,-0.880
28.25769,85.52211,6753,43.5,114,-0.147,-0.975
28.25769,85.52511,6508,49.9,114,-0.253,-0.986
28.25769,85.52811,6121,51.9,118,-0.297,-0.981
28.25769,85.53111,5862,49.8,126,-0.302,-0.958
28.25769,85.53411,5565,45.7,133,-0.286,-0.921
28.25769,85.53711,5447,43.7,139,-0.298,-0.886
28.25769,85.54011,5252,44.9,136,-0.293,-0.905
28.25769,85.54311,5011,38.9,141,-0.245,-0.852
28.25769,85.54611,4912,31.3,164,-0.340,-0.637
28.25769,85.54911,4915,33.5,188,-0.583,-0.453
28.25769,85.55211,4975,40.9,217,-0.854,-0.306
28.25769,85.55511,5182,49.9,238,-0.969,-0.311
28.25769,85.55811,5610,52.1,237,-0.969,-0.347
28.25469,85.47411,6085,21.8,352,-0.276,-0.119
28.25469,85.47711,6115,28.2,340,-0.466,-0.110
28.25469,85.48011,6361,31.8,328,-0.616,-0.071
28.25469,85.48311,6415,28.4,329,-0.572,-0.027
28.25469,85.48611,6559,21.1,314,-0.626,0.184
28.25469,85.48911,6627,13.6,261,-0.799,0.378
28.25469,85.49211,6684,22.0,175,-0.332,-0.443
28.25469,85.49511,6465,47.5,142,-0.367,-0.888
28.25469,85.49811,6133,52.5,154,-0.503,-0.845
28.25469,85.50111,6085,49.2,175,-0.620,-0.698
28.25469,85.50411,6018,47.0,211,-0.849,-0.423
28.25469,85.50711,6454,48.6,235,-0.958,-0.307
28.25469,85.51011,6629,42.9,234,-0.944,-0.223
28.25469,85.51311,6884,40.0,235,-0.937,-0.173
28.25469,85.51611,7074,21.9,204,-0.617,-0.149
28.25469,85.51911,6975,32.9,108,0.053,-0.937
28.25469,85.52211,6633,43.3,94,-0.082,-0.986
28.25469,85.52511,6391,51.7,98,-0.232,-1.000
28.25469,85.52811,5961,56.3,109,-0.333,-0.993
28.25469,85.53111,5602,52.4,125,-0.336,-0.964
28.25469,85.53411,5374,47.8,138,-0.345,-0.908
28.25469,85.53711,5141,44.8,142,-0.330,-0.878
28.25469,85.54011,4924,41.9,140,-0.275,-0.876
28.25469,85.54311,4809,35.7,146,-0.234,-0.806
28.25469,85.54611,4752,33.2,159,-0.316,-0.696
28.25469,85.54911,4686,33.8,181,-0.527,-0.515
28.25469,85.55211,4720,41.0,225,-0.895,-0.254
28.25469,85.55511,5055,49.7,240,-0.974,-0.299
28.25469,85.55811,5331,48.2,230,-0.942,-0.323
28.25169,85.48311,6357,31.0,186,-0.540,-0.444
28.25169,85.48611,6405,40.8,178,-0.572,-0.606
28.25169,85.48911,6267,44.7,183,-0.642,-0.606
28.25169,85.49211,6357,43.6,168,-0.512,-0.710
28.25169,85.49511,6103,52.0,132,-0.368,-0.940
28.25169,85.49811,5789,47.5,143,-0.372,-0.883
28.25169,85.50111,5729,38.7,186,-0.618,-0.522
28.25169,85.50411,5891,45.9,228,-0.928,-0.302
28.25169,85.50711,6236,50.9,237,-0.968,-0.328
28.25169,85.51011,6494,45.9,233,-0.947,-0.276
28.25169,85.51311,6723,43.0,228,-0.919,-0.261
28.25169,85.51611,6921,34.9,202,-0.714,-0.344
28.25169,85.51911,6915,31.5,144,-0.166,-0.782
28.25169,85.52211,6771,40.1,109,-0.070,-0.971
28.25169,85.52511,6431,55.2,98,-0.288,-0.999
28.25169,85.52811,5793,60.9,101,-0.385,-0.989
28.25169,85.53111,5315,54.3,114,-0.318,-0.988
28.25169,85.53411,5014,41.8,132,-0.222,-0.911
28.25169,85.53711,4916,33.0,134,-0.102,-0.856
28.25169,85.54011,4787,31.1,125,-0.011,-0.881
28.25169,85.54311,4654,31.6,132,-0.068,-0.855
28.25169,85.54611,4519,30.8,148,-0.190,-0.752
28.25169,85.54911,4437,26.6,184,-0.476,-0.410
28.25169,85.55211,4550,39.5,234,-0.931,-0.170
28.25169,85.55511,4867,46.8,239,-0.966,-0.261
28.25169,85.55811,5097,44.3,228,-0.923,-0.281
28.24869,85.49511,5905,52.4,135,-0.390,-0.930
28.24869,85.49811,5552,44.8,145,-0.349,-0.863
28.24869,85.50111,5494,34.8,205,-0.736,-0.318
28.24869,85.50411,5668,43.8,236,-0.952,-0.226
28.24869,85.50711,5920,48.4,237,-0.964,-0.293
28.24869,85.51011,6285,47.9,226,-0.926,-0.341
28.24869,85.51311,6456,46.5,214,-0.864,-0.397
28.24869,85.51611,6621,43.9,196,-0.736,-0.497
28.24869,85.51911,6595,39.7,174,-0.523,-0.633
28.24869,85.52211,6525,39.7,137,-0.226,-0.877
28.24869,85.52511,6272,53.5,106,-0.281,-0.998
28.24869,85.52811,5802,61.9,96,-0.395,-0.985
28.24869,85.53111,5149,54.8,98,-0.281,-0.999
28.24869,85.53411,4950,30.9,107,0.089,-0.926
28.24869,85.53711,4847,22.7,114,0.189,-0.852
28.24869,85.54011,4746,26.7,110,0.145,-0.892
28.24869,85.54311,4542,29.8,107,0.108,-0.919
28.24869,85.54611,4375,20.2,116,0.216,-0.822
28.24869,85.54911,4360,10.7,189,-0.340,-0.155
28.24869,85.55211,4421,32.0,237,-0.904,-0.036
28.24569,85.50711,5840,37.6,254,-0.971,-0.047
28.24569,85.51011,5957,36.9,239,-0.936,-0.103
28.24569,85.51311,6166,35.6,228,-0.886,-0.150
28.24569,85.51611,6263,28.8,210,-0.725,-0.196
28.24569,85.51911,6334,21.9,199,-0.569,-0.203
28.24569,85.52211,6397,24.4,123,0.110,-0.839
28.24569,85.52511,6142,48.5,98,-0.179,-0.998
28.24569,85.52811,5760,60.7,93,-0.371,-0.987
28.24569,85.53111,5120,54.6,92,-0.269,-0.996
28.24569,85.53411,4941,29.3,94,0.159,-0.918
28.24569,85.53711,4782,23.4,101,0.240,-0.876
