aoi_floor_mm_day,aoi_px,block_median_floor_mm_day,file,lat,local_floor_ci_hi,local_floor_ci_lo,local_floor_mm_day,lon,n_blocks,radius_px,ratio,span_days,target_id,usable,window_px,window_total_px
93.11028768539428,7703,63.08202584667205,GOFF_20251125_20251207_PR_HH-layer2.tif,28.27799,189.9115594638633,93.19438919746399,136.02355038757324,85.52983,66,6,1.4608863721608984,12.0,,True,61,169
21.02330521430969,9264,8.850442875963449,GOFF_20251128_20251210_PR_HH-layer2.tif,28.27799,65.64918204265594,37.991825776290895,54.10291563491821,85.52983,76,6,2.5734733470021927,12.0,,True,89,169
103.49945668094158,7168,54.87109703521728,GOFF_20251207_20251219_PR_HH-layer2.tif,28.27799,346.9839433911431,208.2282602283955,284.67276795272824,85.52983,66,6,2.750475964625503,12.0,,True,54,169
21.357865322542192,9078,8.896384017276764,GOFF_20251210_20251222_PR_HH-layer2.tif,28.27799,67.11759861162184,36.600748375968934,51.17658281421661,85.52983,75,6,2.3961469014509706,12.0,,True,88,169
117.89785708694457,7134,66.51302401371002,GOFF_20251219_20251231_PR_HH-layer2.tif,28.27799,440.2620696899414,162.1776518637085,358.61238112792967,85.52983,65,6,3.041720943778211,12.0,,True,23,169
24.497337375640868,9538,9.27946374705322,GOFF_20251222_20260103_PR_HH-layer2.tif,28.27799,52.052901653180115,31.375011006492375,40.59106874535084,85.52983,76,6,1.6569583919643818,12.0,,True,110,169
113.97561589279174,8040,62.462120565032954,GOFF_20251231_20260112_PR_HH-layer2.tif,28.27799,304.31244513267507,136.0116734802246,221.14263063354488,85.52983,67,6,1.9402626509301522,12.0,,True,59,169
23.829233368223907,9251,9.573993394660949,GOFF_20260103_20260115_PR_HH-layer2.tif,28.27799,46.88796067897081,26.961749026551246,34.99995787754059,85.52983,76,6,1.4687823706579144,12.0,,True,98,169
114.30603993873596,6756,56.195710130882254,GOFF_20260629_20260711_PR_HH-layer2.tif,28.27799,345.7992906967163,191.28458325805664,255.33046113967893,85.52983,64,6,2.233744264752126,12.0,,True,91,169
18.60355077037811,8232,9.199006556081772,GOFF_20260702_20260714_PR_HH-layer2.tif,28.27799,43.24130938716888,23.44550891690254,32.01238051156997,85.52983,72,6,1.720767229154036,12.0,,True,71,169
86.2400623512268,6996,35.47975524215698,GOFF_20260711_20260723_PR_HH-layer2.tif,28.27799,351.1454326887953,197.41378112483022,295.0758755241394,85.52983,65,6,3.4215638008515636,12.0,,True,64,169
13.351919206666944,8567,6.187356183528901,GOFF_20260714_20260726_PR_HH-layer2.tif,28.27799,35.82802050172266,16.78950375509262,26.02771912829876,85.52983,72,6,1.9493616404825513,12.0,,True,60,169
9.366030867862701,8804,4.03957606921792,GOFF_20260723_20260816_PR_HH-layer2.tif,28.27799,21.49032387496948,13.320886367726326,15.435768906784057,85.52983,68,6,1.6480587267492586,24.0,,True,107,169
8.8718083630085,8612,3.182346804928779,GOFF_20260726_20260819_PR_HH-layer2.tif,28.27799,13.288739741753336,5.327716315758526,7.79544719774723,85.52983,73,6,0.8786762381219575,24.0,,True,60,169
