lat,lon,elev_m,slope_deg,aspect_deg,sens_asc,sens_desc
28.40700,85.47600,4882,25.5,201,-0.620,-0.235
28.40700,85.48050,4818,29.0,184,-0.502,-0.439
28.40700,85.48500,4909,32.3,203,-0.703,-0.301
28.40700,85.48950,5023,28.3,203,-0.666,-0.251
28.40700,85.49400,5035,18.4,189,-0.436,-0.254
28.40700,85.49850,5009,16.3,239,-0.785,0.227
28.40700,85.50300,5167,12.8,261,-0.790,0.391
28.40700,85.50750,5266,3.1,163,0.039,-0.315
28.40700,85.51200,5245,15.0,119,0.279,-0.763
28.40700,85.51650,5037,13.6,140,0.131,-0.638
28.40700,85.52100,5093,13.0,185,-0.327,-0.229
28.40700,85.52550,5114,14.6,177,-0.270,-0.323
28.40700,85.53000,5179,16.5,147,0.020,-0.619
28.40700,85.53450,4947,16.3,157,-0.075,-0.538
28.40700,85.53900,5017,21.0,157,-0.140,-0.589
28.40700,85.54350,4821,23.0,140,-0.006,-0.738
28.40700,85.54800,4772,8.6,177,-0.190,-0.246
28.40700,85.55250,4794,20.4,271,-0.854,0.291
28.40700,85.55700,5181,26.7,273,-0.902,0.186
28.40700,85.56150,5312,13.1,265,-0.791,0.397
28.40700,85.56600,5240,14.6,269,-0.801,0.383
28.40700,85.57050,5415,28.8,272,-0.917,0.150
28.40700,85.57500,5816,6.1,79,0.548,-0.652
28.40700,85.57950,5341,24.8,95,0.232,-0.886
28.40700,85.58400,5327,9.9,163,-0.056,-0.403
28.40700,85.58850,5272,16.2,182,-0.339,-0.297
28.40700,85.59300,5350,19.9,191,-0.474,-0.254
28.40700,85.59750,5457,17.1,175,-0.280,-0.374
28.40700,85.60200,5370,13.8,158,-0.049,-0.502
28.40700,85.60650,5312,10.3,230,-0.676,0.247
28.40700,85.61100,5461,23.7,273,-0.877,0.238
28.40700,85.61550,5746,9.0,341,-0.223,0.166
28.40700,85.62000,5454,18.6,38,0.198,-0.528
28.40250,85.44000,3484,12.7,114,0.346,-0.752
28.40250,85.44450,3297,22.2,100,0.263,-0.865
28.40250,85.44900,3142,7.5,219,-0.574,0.196
28.40250,85.45350,3398,30.8,254,-0.937,0.068
28.40250,85.45800,3628,35.6,251,-0.959,-0.023
28.40250,85.46250,3983,36.9,246,-0.956,-0.066
28.40250,85.46700,4223,34.4,237,-0.917,-0.077
28.40250,85.47150,4457,30.7,224,-0.833,-0.108
28.40250,85.47600,4588,27.3,181,-0.461,-0.439
28.40250,85.48050,4512,31.6,176,-0.457,-0.536
28.40250,85.48500,4551,34.0,207,-0.749,-0.287
28.40250,85.48950,4765,31.8,232,-0.882,-0.065
28.40250,85.49400,4942,20.4,267,-0.861,0.283
28.40250,85.49850,5060,21.6,296,-0.762,0.253
28.40250,85.50300,5420,17.1,305,-0.657,0.294
28.40250,85.50750,5257,10.8,17,0.137,-0.230
28.40250,85.51200,5219,19.5,65,0.320,-0.741
28.40250,85.51650,5012,12.1,65,0.435,-0.657
28.40250,85.52100,5046,4.4,8,0.132,-0.045
28.40250,85.52550,4929,8.2,104,0.466,-0.716
28.40250,85.53000,4922,17.4,134,0.129,-0.718
28.40250,85.53450,4854,21.3,149,-0.062,-0.660
28.40250,85.53900,4803,22.2,153,-0.112,-0.640
28.40250,85.54350,4630,12.9,168,-0.150,-0.392
28.40250,85.54800,4710,13.0,273,-0.777,0.414
28.40250,85.55250,4849,20.4,279,-0.832,0.298
28.40250,85.55700,5066,21.6,261,-0.875,0.249
28.40250,85.56150,5142,19.2,268,-0.848,0.306
28.40250,85.56600,5404,16.1,288,-0.757,0.362
28.40250,85.57050,5543,22.2,263,-0.879,0.245
28.40250,85.57500,5794,4.1,198,-0.349,0.036
28.40250,85.57950,5440,22.7,64,0.263,-0.762
28.40250,85.58400,5336,18.9,23,0.071,-0.388
28.40250,85.58850,5305,15.5,26,0.147,-0.375
28.40250,85.59300,5203,6.4,65,0.521,-0.585
28.40250,85.59750,5242,10.0,165,-0.078,-0.385
28.40250,85.60200,5240,8.8,195,-0.376,-0.067
28.40250,85.60650,5279,13.4,255,-0.794,0.357
28.40250,85.61100,5557,24.9,255,-0.899,0.174
28.40250,85.61550,5741,15.0,261,-0.813,0.355
28.40250,85.62000,5777,12.0,1,-0.047,-0.074
28.39800,85.44000,3446,10.9,116,0.364,-0.726
28.39800,85.44450,3315,22.8,102,0.246,-0.870
28.39800,85.44900,3077,6.9,187,-0.277,-0.119
28.39800,85.45350,3298,29.6,256,-0.932,0.097
28.39800,85.45800,3539,33.5,260,-0.956,0.043
28.39800,85.46250,3844,31.3,255,-0.941,0.063
28.39800,85.46700,4071,28.8,243,-0.904,0.051
28.39800,85.47150,4320,25.2,223,-0.785,-0.034
28.39800,85.47600,4387,24.7,166,-0.281,-0.550
28.39800,85.48050,4158,23.3,178,-0.385,-0.423
28.39800,85.48500,4285,28.1,235,-0.869,0.010
28.39800,85.48950,4546,37.4,255,-0.971,-0.038
28.39800,85.49400,5099,33.5,263,-0.956,0.051
28.39800,85.49850,5281,16.3,251,-0.818,0.296
28.39800,85.50300,5260,16.3,230,-0.744,0.163
28.39800,85.50750,5514,7.4,203,-0.434,0.035
28.39800,85.51200,5383,19.8,94,0.320,-0.840
28.39800,85.51650,5100,11.3,92,0.458,-0.750
28.39800,85.52100,5195,0.7,67,0.609,-0.526
28.39800,85.52550,5151,16.2,93,0.379,-0.805
28.39800,85.53000,4864,24.6,109,0.185,-0.877
28.39800,85.53450,4674,22.5,135,0.042,-0.760
28.39800,85.53900,4550,12.9,167,-0.133,-0.406
28.39800,85.54350,4585,13.7,274,-0.783,0.404
28.39800,85.54800,4819,24.3,295,-0.793,0.212
28.39800,85.55250,4988,23.5,309,-0.692,0.172
28.39800,85.55700,4989,20.6,314,-0.625,0.193
28.39800,85.56150,5266,19.1,286,-0.795,0.316
28.39800,85.56600,5478,11.4,233,-0.705,0.258
28.39800,85.57050,5333,18.4,224,-0.728,0.078
28.39800,85.57500,5548,16.6,228,-0.736,0.142
28.39800,85.57950,5691,8.8,115,0.398,-0.703
28.39800,85.58400,5634,8.8,93,0.494,-0.722
28.39800,85.58850,5563,9.2,90,0.494,-0.722
28.39800,85.59300,5454,16.6,92,0.376,-0.806
28.39800,85.59750,5149,9.5,112,0.407,-0.720
28.39800,85.60200,5202,10.0,245,-0.736,0.358
28.39800,85.60650,5359,11.9,244,-0.755,0.324
28.39800,85.61100,5288,20.0,236,-0.810,0.148
28.39800,85.61550,5582,26.9,241,-0.885,0.069
28.39800,85.62000,5790,14.7,239,-0.767,0.246
28.39350,85.44000,3395,12.7,128,0.245,-0.697
28.39350,85.44450,3234,23.2,109,0.210,-0.867
28.39350,85.44900,3021,5.6,187,-0.260,-0.100
28.39350,85.45350,3222,29.6,263,-0.933,0.119
28.39350,85.45800,3550,32.4,261,-0.950,0.066
28.39350,85.46250,3837,27.2,251,-0.910,0.115
28.39350,85.46700,3962,25.1,235,-0.847,0.058
28.39350,85.47150,4146,23.0,208,-0.654,-0.135
28.39350,85.47600,4096,21.7,164,-0.224,-0.534
28.39350,85.48050,4031,16.3,211,-0.615,-0.007
28.39350,85.48500,4291,29.0,255,-0.927,0.105
28.39350,85.48950,4540,36.4,255,-0.968,-0.020
28.39350,85.49400,4874,35.8,242,-0.940,-0.070
28.39350,85.49850,5094,24.7,207,-0.665,-0.166
28.39350,85.50300,5049,24.1,207,-0.660,-0.157
28.39350,85.50750,5225,22.2,208,-0.648,-0.123
28.39350,85.51200,5179,17.2,134,0.134,-0.716
28.39350,85.51650,5033,19.3,123,0.185,-0.790
28.39350,85.52100,5021,22.4,161,-0.201,-0.568
28.39350,85.52550,4976,31.1,147,-0.185,-0.761
28.39350,85.53000,4785,32.6,133,-0.093,-0.856
28.39350,85.53450,4484,13.6,144,0.095,-0.611
28.39350,85.53900,4509,12.6,294,-0.685,0.405
28.39350,85.54350,4703,24.5,299,-0.774,0.198
28.39350,85.54800,4922,29.4,298,-0.820,0.118
28.39350,85.55250,5115,26.9,308,-0.730,0.121
28.39350,85.55700,5415,12.9,339,-0.293,0.125
28.39350,85.56150,5219,3.5,209,-0.446,0.159
28.39350,85.56600,5272,12.2,192,-0.389,-0.144
28.39350,85.57050,5251,16.8,229,-0.740,0.140
28.39350,85.57500,5556,18.7,234,-0.785,0.149
28.39350,85.57950,5422,13.7,162,-0.091,-0.464
28.39350,85.58400,5350,16.8,145,0.034,-0.636
28.39350,85.58850,5265,17.4,149,-0.010,-0.616
28.39350,85.59300,5271,20.2,131,0.112,-0.763
28.39350,85.59750,5109,13.1,138,0.159,-0.649
28.39350,85.60200,5190,12.8,217,-0.618,0.095
28.39350,85.60650,5214,14.9,222,-0.679,0.114
28.39350,85.61100,5370,16.1,239,-0.782,0.226
28.39350,85.61550,5378,25.4,251,-0.897,0.147
28.39350,85.62000,5717,19.6,237,-0.806,0.157
28.38900,85.44000,3317,13.1,129,0.235,-0.697
28.38900,85.44450,3145,20.2,106,0.268,-0.843
28.38900,85.44900,3001,5.0,243,-0.668,0.418
28.38900,85.45350,3231,26.2,261,-0.911,0.170
28.38900,85.45800,3467,28.5,243,-0.901,0.053
28.38900,85.46250,3667,29.2,233,-0.870,-0.018
28.38900,85.46700,3820,24.7,230,-0.820,0.029
28.38900,85.47150,3928,17.6,199,-0.519,-0.149
28.38900,85.47600,3927,16.1,179,-0.302,-0.330
28.38900,85.48050,3944,19.9,236,-0.808,0.151
28.38900,85.48500,4174,29.4,251,-0.926,0.081
28.38900,85.48950,4427,32.7,248,-0.939,0.011
28.38900,85.49400,4711,30.2,235,-0.885,-0.019
28.38900,85.49850,4822,24.0,210,-0.686,-0.124
28.38900,85.50300,4931,22.8,219,-0.740,-0.026
28.38900,85.50750,5041,22.2,251,-0.873,0.200
28.38900,85.51200,5217,4.1,30,0.350,-0.272
28.38900,85.51650,5054,28.7,92,0.175,-0.912
28.38900,85.52100,4691,30.3,126,-0.009,-0.870
28.38900,85.52550,4654,36.3,146,-0.243,-0.809
28.38900,85.53000,4344,31.6,156,-0.268,-0.704
28.38900,85.53450,4467,20.1,218,-0.702,-0.002
28.38900,85.53900,4708,22.9,261,-0.885,0.227
28.38900,85.54350,4840,25.7,278,-0.881,0.208
28.38900,85.54800,5020,28.5,283,-0.886,0.159
28.38900,85.55250,5371,15.1,265,-0.811,0.367
28.38900,85.55700,5270,11.9,154,0.012,-0.508
28.38900,85.56150,5172,9.6,159,-0.000,-0.441
28.38900,85.56600,5173,5.7,248,-0.694,0.441
28.38900,85.57050,5196,16.5,280,-0.793,0.361
28.38900,85.57500,5333,19.1,295,-0.745,0.297
28.38900,85.57950,5458,14.9,4,-0.054,-0.148
28.38900,85.58400,5390,20.0,36,0.160,-0.524
28.38900,85.58850,5297,17.8,31,0.158,-0.457
28.38900,85.59300,5159,20.1,42,0.204,-0.583
28.38900,85.59750,5045,16.5,63,0.361,-0.697
28.38900,85.60200,5018,7.4,156,0.060,-0.439
28.38900,85.60650,5103,18.1,210,-0.621,-0.048
28.38900,85.61100,5199,23.2,230,-0.807,0.052
28.38900,85.61550,5423,25.7,243,-0.882,0.102
28.38900,85.62000,5584,18.8,227,-0.748,0.094
28.38450,85.44000,3242,10.3,107,0.419,-0.738
28.38450,85.44450,3112,17.3,99,0.343,-0.820
28.38450,85.44900,3002,6.8,248,-0.705,0.421
28.38450,85.45350,3223,21.0,259,-0.869,0.250
28.38450,85.45800,3255,19.9,248,-0.845,0.220
28.38450,85.46250,3441,24.7,241,-0.867,0.105
28.38450,85.46700,3717,24.8,227,-0.807,0.009
28.38450,85.47150,3854,18.9,195,-0.497,-0.205
28.38450,85.47600,3725,15.2,207,-0.564,-0.034
28.38450,85.48050,3914,22.9,252,-0.880,0.192
28.38450,85.48500,4100,26.6,259,-0.913,0.157
28.38450,85.48950,4323,28.0,254,-0.919,0.114
28.38450,85.49400,4540,24.8,247,-0.884,0.136
28.38450,85.49850,4662,17.1,246,-0.815,0.256
28.38450,85.50300,4716,21.2,266,-0.868,0.268
28.38450,85.50750,5032,31.2,277,-0.920,0.112
28.38450,85.51200,5381,6.2,358,0.002,0.035
28.38450,85.51650,5070,38.7,90,0.005,-0.966
28.38450,85.52100,4665,39.7,104,-0.045,-0.975
28.38450,85.52550,4270,32.4,123,-0.018,-0.899
28.38450,85.53000,4139,20.0,166,-0.215,-0.503
28.38450,85.53450,4248,27.4,233,-0.857,0.011
28.38450,85.53900,4473,31.4,247,-0.931,0.029
28.38450,85.54350,4755,32.0,260,-0.948,0.068
28.38450,85.54800,5114,24.9,256,-0.900,0.175
28.38450,85.55250,5151,12.3,205,-0.517,-0.009
28.38450,85.55700,5066,4.5,211,-0.475,0.164
28.38450,85.56150,5124,10.0,329,-0.364,0.255
28.38450,85.56600,5187,16.5,324,-0.493,0.195
28.38450,85.57050,5369,23.6,308,-0.701,0.176
28.38450,85.57500,5614,26.5,306,-0.739,0.135
28.38450,85.57950,5778,15.3,360,-0.107,-0.107
28.38450,85.58400,5639,20.1,64,0.306,-0.741
28.38450,85.58850,5507,9.7,54,0.430,-0.557
28.38450,85.59300,5592,14.7,35,0.238,-0.459
28.38450,85.59750,5299,26.6,46,0.121,-0.677
28.38450,85.60200,5022,23.7,57,0.222,-0.728
28.38450,85.60650,4891,5.8,137,0.272,-0.563
28.38450,85.61100,5049,23.4,225,-0.784,0.015
28.38450,85.61550,5243,30.0,229,-0.856,-0.058
28.38450,85.62000,5452,23.7,209,-0.670,-0.136
28.38000,85.44000,3265,10.7,99,0.449,-0.748
28.38000,85.44450,3085,18.1,100,0.330,-0.827
28.38000,85.44900,2974,7.2,221,-0.584,0.218
28.38000,85.45350,3164,21.4,258,-0.872,0.241
28.38000,85.45800,3326,20.0,272,-0.849,0.299
28.38000,85.46250,3472,17.1,277,-0.810,0.351
28.38000,85.46700,3469,13.8,259,-0.800,0.366
28.38000,85.47150,3582,8.7,239,-0.703,0.343
28.38000,85.47600,3652,12.3,258,-0.785,0.388
28.38000,85.48050,3874,23.6,264,-0.890,0.223
28.38000,85.48500,4076,25.1,260,-0.902,0.187
28.38000,85.48950,4304,24.9,257,-0.899,0.178
28.38000,85.49400,4459,25.3,258,-0.904,0.177
28.38000,85.49850,4728,21.7,268,-0.871,0.263
28.38000,85.50300,4879,24.3,276,-0.876,0.231
28.38000,85.50750,5134,31.5,271,-0.936,0.102
28.38000,85.51200,5384,5.9,139,0.245,-0.548
28.38000,85.51650,5057,43.3,99,-0.093,-0.988
28.38000,85.52100,4514,44.3,102,-0.116,-0.990
28.38000,85.52550,4218,31.7,111,0.058,-0.926
28.38000,85.53000,4028,9.8,180,-0.230,-0.239
28.38000,85.53450,4133,27.8,266,-0.919,0.157
28.38000,85.53900,4459,32.6,274,-0.935,0.088
28.38000,85.54350,4735,29.6,264,-0.932,0.123
28.38000,85.54800,5034,21.0,234,-0.808,0.116
28.38000,85.55250,5002,14.5,224,-0.691,0.140
28.38000,85.55700,5206,15.7,265,-0.818,0.355
28.38000,85.56150,5400,9.4,281,-0.713,0.474
28.38000,85.56600,5382,10.2,273,-0.747,0.458
28.38000,85.57050,5504,17.4,262,-0.836,0.319
28.38000,85.57500,5580,24.1,261,-0.895,0.208
28.38000,85.57950,5835,6.6,135,0.276,-0.585
28.38000,85.58400,5480,26.9,110,0.144,-0.895
28.38000,85.58850,5374,15.0,151,0.004,-0.573
28.38000,85.59300,5315,9.9,192,-0.368,-0.106
28.38000,85.59750,5506,7.6,38,0.359,-0.391
28.38000,85.60200,5331,31.2,56,0.093,-0.788
28.38000,85.60650,4973,26.1,66,0.211,-0.807
28.38000,85.61100,4853,7.8,214,-0.538,0.143
28.38000,85.61550,5037,25.3,223,-0.784,-0.036
28.38000,85.62000,5200,27.1,198,-0.613,-0.281
28.37550,85.44000,3224,11.0,107,0.411,-0.747
28.37550,85.44450,3054,18.1,95,0.343,-0.825
28.37550,85.44900,2914,3.1,203,-0.387,0.104
28.37550,85.45350,3078,22.4,255,-0.879,0.215
28.37550,85.45800,3306,26.1,261,-0.910,0.172
28.37550,85.46250,3526,20.9,280,-0.833,0.289
28.37550,85.46700,3635,17.4,312,-0.610,0.256
28.37550,85.47150,3739,16.4,329,-0.445,0.160
28.37550,85.47600,3727,13.1,320,-0.487,0.273
28.37550,85.48050,3851,16.7,271,-0.819,0.353
28.37550,85.48500,4031,23.8,256,-0.890,0.192
28.37550,85.48950,4206,24.7,255,-0.897,0.176
28.37550,85.49400,4413,26.7,257,-0.913,0.150
28.37550,85.49850,4652,23.8,250,-0.883,0.166
28.37550,85.50300,4800,24.5,234,-0.836,0.058
28.37550,85.50750,5051,32.8,231,-0.884,-0.087
28.37550,85.51200,5285,24.5,167,-0.289,-0.539
28.37550,85.51650,4930,45.9,114,-0.186,-0.981
28.37550,85.52100,4456,46.1,112,-0.180,-0.984
28.37550,85.52550,4043,31.4,121,0.007,-0.896
28.37550,85.53000,3919,13.4,215,-0.615,0.076
28.37550,85.53450,4230,31.8,258,-0.946,0.065
28.37550,85.53900,4574,32.6,255,-0.948,0.042
28.37550,85.54350,4763,25.6,247,-0.890,0.122
28.37550,85.54800,4772,17.7,240,-0.803,0.210
28.37550,85.55250,4929,17.0,240,-0.794,0.217
28.37550,85.55700,5115,20.1,224,-0.742,0.049
28.37550,85.56150,5147,20.8,207,-0.626,-0.112
28.37550,85.56600,5215,19.7,211,-0.652,-0.053
28.37550,85.57050,5329,21.3,218,-0.714,-0.018
28.37550,85.57500,5483,29.7,235,-0.879,-0.016
28.37550,85.57950,5815,15.5,168,-0.183,-0.425
28.37550,85.58400,5370,26.8,109,0.151,-0.896
28.37550,85.58850,5326,8.4,127,0.318,-0.653
28.37550,85.59300,5290,7.6,227,-0.629,0.267
28.37550,85.59750,5403,10.7,237,-0.717,0.300
28.37550,85.60200,5539,21.7,94,0.288,-0.858
28.37550,85.60650,5110,32.5,86,0.118,-0.927
28.37550,85.61100,4886,8.5,94,0.495,-0.719
28.37550,85.61550,4899,11.1,219,-0.614,0.142
28.37550,85.62000,4920,15.8,192,-0.432,-0.193
28.37100,85.44000,3199,9.6,94,0.479,-0.733
28.37100,85.44450,3061,16.7,90,0.378,-0.804
28.37100,85.44900,2964,3.2,113,0.489,-0.638
28.37100,85.45350,3010,18.1,250,-0.833,0.257
28.37100,85.45800,3231,30.3,255,-0.936,0.081
28.37100,85.46250,3514,29.8,265,-0.933,0.120
28.37100,85.46700,3754,17.6,279,-0.806,0.344
28.37100,85.47150,3803,12.0,300,-0.640,0.395
28.37100,85.47600,3928,11.7,327,-0.401,0.242
28.37100,85.48050,3813,11.7,321,-0.458,0.285
28.37100,85.48500,3952,21.0,283,-0.826,0.287
28.37100,85.48950,4176,26.5,280,-0.880,0.193
28.37100,85.49400,4372,27.1,284,-0.868,0.181
28.37100,85.49850,4588,14.7,278,-0.780,0.391
28.37100,85.50300,4637,16.4,183,-0.346,-0.294
28.37100,85.50750,4678,35.8,204,-0.739,-0.336
28.37100,85.51200,4933,36.9,176,-0.517,-0.586
28.37100,85.51650,4643,47.2,127,-0.272,-0.948
28.37100,85.52100,4134,44.4,121,-0.195,-0.961
28.37100,85.52550,3859,23.1,131,0.064,-0.788
28.37100,85.53000,3861,16.9,252,-0.825,0.287
28.37100,85.53450,4055,30.1,265,-0.935,0.116
28.37100,85.53900,4253,31.6,266,-0.943,0.092
28.37100,85.54350,4561,29.8,279,-0.906,0.137
28.37100,85.54800,4836,22.4,304,-0.720,0.215
28.37100,85.55250,4941,11.1,322,-0.446,0.291
28.37100,85.55700,4911,4.0,247,-0.669,0.456
28.37100,85.56150,4995,11.9,238,-0.733,0.282
28.37100,85.56600,5137,13.9,244,-0.777,0.296
28.37100,85.57050,5183,12.5,238,-0.741,0.279
28.37100,85.57500,5241,24.2,245,-0.876,0.136
28.37100,85.57950,5521,10.5,222,-0.628,0.177
28.37100,85.58400,5369,20.1,88,0.325,-0.835
28.37100,85.58850,5271,11.8,100,0.426,-0.760
28.37100,85.59300,5276,9.7,193,-0.370,-0.098
28.37100,85.59750,5329,15.4,203,-0.533,-0.074
28.37100,85.60200,5321,22.7,134,0.052,-0.773
28.37100,85.60650,5052,29.8,110,0.097,-0.916
28.37100,85.61100,4866,11.3,115,0.362,-0.733
28.37100,85.61550,4886,3.5,222,-0.541,0.277
28.37100,85.62000,4883,1.9,227,-0.556,0.347
28.36650,85.44000,3206,9.3,111,0.414,-0.720
28.36650,85.44450,3057,16.8,101,0.346,-0.814
28.36650,85.44900,2931,6.2,126,0.360,-0.631
28.36650,85.45350,2952,13.2,250,-0.783,0.336
28.36650,85.45800,3087,31.1,261,-0.942,0.088
28.36650,85.46250,3490,35.0,265,-0.961,0.031
28.36650,85.46700,3725,18.9,266,-0.848,0.306
28.36650,85.47150,3802,15.0,275,-0.794,0.384
28.36650,85.47600,3936,17.8,302,-0.689,0.297
28.36650,85.48050,4065,19.0,338,-0.376,0.040
28.36650,85.48500,4040,24.2,318,-0.629,0.113
28.36650,85.48950,4305,31.0,299,-0.822,0.086
28.36650,85.49400,4552,29.2,299,-0.808,0.117
28.36650,85.49850,4785,5.8,18,0.217,-0.173
28.36650,85.50300,4549,30.7,120,0.026,-0.897
28.36650,85.50750,4253,35.9,175,-0.492,-0.590
28.36650,85.51200,4518,43.6,177,-0.586,-0.642
28.36650,85.51650,4280,46.1,144,-0.358,-0.875
28.36650,85.52100,3919,35.5,133,-0.137,-0.874
28.36650,85.52550,3772,8.3,178,-0.195,-0.234
28.36650,85.53000,3874,26.3,284,-0.866,0.196
28.36650,85.53450,4212,35.2,295,-0.875,0.027
28.36650,85.53900,4472,38.1,300,-0.860,-0.039
28.36650,85.54350,4832,37.4,301,-0.850,-0.029
28.36650,85.54800,5103,28.0,314,-0.693,0.072
28.36650,85.55250,5110,23.6,351,-0.300,-0.142
28.36650,85.55700,5037,24.8,7,-0.158,-0.308
28.36650,85.56150,5011,18.0,351,-0.231,-0.060
28.36650,85.56600,5116,15.4,312,-0.586,0.288
28.36650,85.57050,5238,19.5,313,-0.624,0.218
28.36650,85.57500,5303,24.7,313,-0.674,0.134
28.36650,85.57950,5518,20.1,322,-0.549,0.151
28.36650,85.58400,5595,22.6,46,0.184,-0.636
28.36650,85.58850,5216,25.8,67,0.220,-0.809
28.36650,85.59300,5136,9.8,114,0.392,-0.720
28.36650,85.59750,5158,15.6,174,-0.246,-0.370
28.36650,85.60200,5174,23.6,141,-0.021,-0.738
28.36650,85.60650,4935,24.6,125,0.088,-0.830
28.36650,85.61100,4836,8.3,151,0.098,-0.492
28.36650,85.61550,4839,8.4,279,-0.706,0.490
28.36650,85.62000,4910,12.0,326,-0.416,0.245
28.36200,85.44000,3132,8.3,99,0.483,-0.719
28.36200,85.44450,3027,19.5,100,0.305,-0.841
28.36200,85.44900,2871,6.1,141,0.224,-0.538
28.36200,85.45350,2977,15.0,269,-0.806,0.376
28.36200,85.45800,3066,27.1,268,-0.913,0.172
28.36200,85.46250,3493,33.9,255,-0.955,0.020
28.36200,85.46700,3729,23.9,240,-0.855,0.108
28.36200,85.47150,3787,22.9,255,-0.883,0.205
28.36200,85.47600,4074,25.5,276,-0.884,0.210
28.36200,85.48050,4211,18.6,307,-0.658,0.262
28.36200,85.48500,4288,25.7,316,-0.661,0.101
28.36200,85.48950,4434,26.8,307,-0.736,0.126
28.36200,85.49400,4692,10.2,250,-0.752,0.384
28.36200,85.49850,4779,30.8,141,-0.131,-0.796
28.36200,85.50300,4320,44.3,128,-0.232,-0.938
28.36200,85.50750,3940,37.6,151,-0.303,-0.785
28.36200,85.51200,3854,38.3,171,-0.484,-0.643
28.36200,85.51650,3748,34.3,159,-0.329,-0.704
28.36200,85.52100,3678,16.7,160,-0.115,-0.513
28.36200,85.52550,3716,17.3,274,-0.818,0.347
28.36200,85.53000,4024,33.9,286,-0.906,0.063
28.36200,85.53450,4334,32.8,283,-0.912,0.085
28.36200,85.53900,4697,31.1,266,-0.940,0.101
28.36200,85.54350,4974,31.7,256,-0.944,0.060
28.36200,85.54800,5150,25.7,259,-0.907,0.173
28.36200,85.55250,5380,15.1,290,-0.733,0.374
28.36200,85.55700,5439,16.4,358,-0.142,-0.103
28.36200,85.56150,5322,23.1,4,-0.170,-0.252
28.36200,85.56600,5231,22.1,347,-0.328,-0.078
28.36200,85.57050,5401,18.1,313,-0.609,0.242
28.36200,85.57500,5670,10.0,266,-0.756,0.449
28.36200,85.57950,5690,14.2,210,-0.578,0.008
28.36200,85.58400,5752,15.9,139,0.108,-0.671
28.36200,85.58850,5496,28.5,100,0.157,-0.915
28.36200,85.59300,5193,23.3,108,0.209,-0.868
28.36200,85.59750,4994,20.3,146,-0.022,-0.669
28.36200,85.60200,4970,25.0,146,-0.090,-0.714
28.36200,85.60650,4743,19.5,146,-0.006,-0.664
28.36200,85.61100,4784,9.9,246,-0.738,0.366
28.36200,85.61550,4851,23.9,297,-0.778,0.213
28.36200,85.62000,5130,25.4,327,-0.564,0.037
28.35750,85.44000,3182,10.0,82,0.491,-0.712
28.35750,85.44450,3035,24.3,97,0.238,-0.882
28.35750,85.44900,2749,4.5,166,-0.008,-0.308
28.35750,85.45350,3003,21.8,271,-0.867,0.267
28.35750,85.45800,3146,21.4,275,-0.855,0.278
28.35750,85.46250,3238,28.8,270,-0.921,0.147
28.35750,85.46700,3462,26.3,276,-0.890,0.197
28.35750,85.47150,3686,27.6,283,-0.876,0.174
28.35750,85.47600,4004,30.6,284,-0.895,0.123
28.35750,85.48050,4247,23.3,295,-0.784,0.227
28.35750,85.48500,4415,20.6,294,-0.765,0.275
28.35750,85.48950,4747,7.5,248,-0.716,0.414
28.35750,85.49400,4514,27.3,138,-0.053,-0.788
28.35750,85.49850,4175,41.3,137,-0.245,-0.889
28.35750,85.50300,3951,41.5,133,-0.223,-0.907
28.35750,85.50750,3673,30.8,138,-0.105,-0.815
28.35750,85.51200,3599,19.2,164,-0.184,-0.512
28.35750,85.51650,3594,10.1,220,-0.609,0.163
28.35750,85.52100,3681,14.2,297,-0.681,0.370
28.35750,85.52550,3811,24.5,295,-0.797,0.209
28.35750,85.53000,4126,35.1,283,-0.925,0.044
28.35750,85.53450,4409,27.0,283,-0.872,0.185
28.35750,85.53900,4397,22.0,271,-0.868,0.264
28.35750,85.54350,4631,30.2,262,-0.937,0.107
28.35750,85.54800,4973,27.6,256,-0.919,0.131
28.35750,85.55250,5203,22.3,246,-0.861,0.168
28.35750,85.55700,5353,13.3,251,-0.788,0.342
28.35750,85.56150,5460,12.0,313,-0.541,0.336
28.35750,85.56600,5595,11.9,17,0.114,-0.236
28.35750,85.57050,5403,7.7,123,0.364,-0.664
28.35750,85.57500,5374,21.2,168,-0.252,-0.497
28.35750,85.57950,5162,27.8,178,-0.431,-0.481
28.35750,85.58400,5358,29.3,173,-0.405,-0.538
28.35750,85.58850,5193,31.3,138,-0.114,-0.817
28.35750,85.59300,5049,30.1,127,-0.007,-0.869
28.35750,85.59750,4813,24.6,136,0.008,-0.780
28.35750,85.60200,4731,18.8,147,-0.008,-0.647
28.35750,85.60650,4626,6.7,193,-0.330,-0.059
28.35750,85.61100,4736,22.0,281,-0.841,0.271
28.35750,85.61550,5066,29.6,285,-0.883,0.138
28.35750,85.62000,5360,16.2,290,-0.745,0.357
28.35300,85.44000,3183,16.8,117,0.265,-0.787
28.35300,85.44450,2969,25.1,108,0.182,-0.884
28.35300,85.44900,2730,5.2,256,-0.701,0.488
28.35300,85.45350,3015,24.3,275,-0.879,0.230
28.35300,85.45800,3154,21.1,277,-0.847,0.284
28.35300,85.46250,3409,32.3,282,-0.911,0.093
28.35300,85.46700,3798,35.3,293,-0.882,0.027
28.35300,85.47150,3948,30.6,305,-0.785,0.074
28.35300,85.47600,4164,26.3,293,-0.822,0.183
28.35300,85.48050,4426,15.2,255,-0.813,0.330
